ytId,Q,clipname,ytTitle
3ahg_eQZhxs,1,Q1_3ahg_eQZhxs_0.mp3,CAN YOU FEEL THE LOVE TONIGHT - The Lion King (Piano Cover) | Costantino Carrara
3ahg_eQZhxs,1,Q1_3ahg_eQZhxs_1.mp3,CAN YOU FEEL THE LOVE TONIGHT - The Lion King (Piano Cover) | Costantino Carrara
3N2G21U7guk,1,Q1_3N2G21U7guk_3.mp3,"""King of Kings"" - Hillsong (Piano Cover)"
3N2G21U7guk,1,Q1_3N2G21U7guk_5.mp3,"""King of Kings"" - Hillsong (Piano Cover)"
3N2G21U7guk,1,Q1_3N2G21U7guk_6.mp3,"""King of Kings"" - Hillsong (Piano Cover)"
3N2G21U7guk,4,Q4_3N2G21U7guk_0.mp3,"""King of Kings"" - Hillsong (Piano Cover)"
3N2G21U7guk,4,Q4_3N2G21U7guk_1.mp3,"""King of Kings"" - Hillsong (Piano Cover)"
4ydjOX3pWds,1,Q1_4ydjOX3pWds_0.mp3,The Script - Hall of Fame feat. Will.i.am | Piano Cover + Sheet Music
4ydjOX3pWds,1,Q1_4ydjOX3pWds_1.mp3,The Script - Hall of Fame feat. Will.i.am | Piano Cover + Sheet Music
5Ju9q1N2x0E,1,Q1_5Ju9q1N2x0E_2.mp3,"""Waymaker"" - (Piano Cover)"
5Ju9q1N2x0E,4,Q4_5Ju9q1N2x0E_0.mp3,"""Waymaker"" - (Piano Cover)"
5Ju9q1N2x0E,4,Q4_5Ju9q1N2x0E_1.mp3,"""Waymaker"" - (Piano Cover)"
6kRPHamGDSo,1,Q1_6kRPHamGDSo_0.mp3,Camila Cabello - Havana | Piano Cover + Sheet Music
6kRPHamGDSo,1,Q1_6kRPHamGDSo_1.mp3,Camila Cabello - Havana | Piano Cover + Sheet Music
6kRPHamGDSo,1,Q1_6kRPHamGDSo_3.mp3,Camila Cabello - Havana | Piano Cover + Sheet Music
6kRPHamGDSo,4,Q4_6kRPHamGDSo_2.mp3,Camila Cabello - Havana | Piano Cover + Sheet Music
6Uf9XBUD3wE,1,Q1_6Uf9XBUD3wE_0.mp3,GOOD GRACE | Piano Instrumental with Lyrics | Hillsong United
6Uf9XBUD3wE,1,Q1_6Uf9XBUD3wE_1.mp3,GOOD GRACE | Piano Instrumental with Lyrics | Hillsong United
6wFJhmhNeeg,1,Q1_6wFJhmhNeeg_0.mp3,"""Something Just Like This"" - The Chainsmokers & Coldplay (Piano Cover) - Costantino Carrara"
7yW9c7t8Hq0,1,Q1_7yW9c7t8Hq0_1.mp3,Queen - Don't Stop Me Now | Piano Cover + Sheet Music
7yW9c7t8Hq0,1,Q1_7yW9c7t8Hq0_2.mp3,Queen - Don't Stop Me Now | Piano Cover + Sheet Music
7yW9c7t8Hq0,1,Q1_7yW9c7t8Hq0_3.mp3,Queen - Don't Stop Me Now | Piano Cover + Sheet Music
7yW9c7t8Hq0,4,Q4_7yW9c7t8Hq0_0.mp3,Queen - Don't Stop Me Now | Piano Cover + Sheet Music
8izVTDgBQPc,1,Q1_8izVTDgBQPc_0.mp3,KING OF KINGS | Piano Instrumental with Lyrics | Hillsong Worship Cover
8izVTDgBQPc,1,Q1_8izVTDgBQPc_1.mp3,KING OF KINGS | Piano Instrumental with Lyrics | Hillsong Worship Cover
8rupdevqfuI,1,Q1_8rupdevqfuI_0.mp3,C Sharp Major / Free solo - Personal Worship
8rupdevqfuI,1,Q1_8rupdevqfuI_1.mp3,C Sharp Major / Free solo - Personal Worship
8rupdevqfuI,1,Q1_8rupdevqfuI_2.mp3,C Sharp Major / Free solo - Personal Worship
9v2WSpn4FCw,1,Q1_9v2WSpn4FCw_0.mp3,Captain America Evolution Epic Piano Mashup/Medley (Piano Cover)+SHEETS&MIDI
9v2WSpn4FCw,1,Q1_9v2WSpn4FCw_1.mp3,Captain America Evolution Epic Piano Mashup/Medley (Piano Cover)+SHEETS&MIDI
9v2WSpn4FCw,1,Q1_9v2WSpn4FCw_10.mp3,Captain America Evolution Epic Piano Mashup/Medley (Piano Cover)+SHEETS&MIDI
9v2WSpn4FCw,1,Q1_9v2WSpn4FCw_2.mp3,Captain America Evolution Epic Piano Mashup/Medley (Piano Cover)+SHEETS&MIDI
9v2WSpn4FCw,2,Q2_9v2WSpn4FCw_3.mp3,Captain America Evolution Epic Piano Mashup/Medley (Piano Cover)+SHEETS&MIDI
ANZf1QXsNrY,1,Q1_ANZf1QXsNrY_0.mp3,Queen - The Piano Medley | Costantino Carrara
ANZf1QXsNrY,1,Q1_ANZf1QXsNrY_1.mp3,Queen - The Piano Medley | Costantino Carrara
ANZf1QXsNrY,1,Q1_ANZf1QXsNrY_2.mp3,Queen - The Piano Medley | Costantino Carrara
ANZf1QXsNrY,1,Q1_ANZf1QXsNrY_3.mp3,Queen - The Piano Medley | Costantino Carrara
ANZf1QXsNrY,1,Q1_ANZf1QXsNrY_4.mp3,Queen - The Piano Medley | Costantino Carrara
aYe-2Glruu4,1,Q1_aYe-2Glruu4_0.mp3,A Cruel Angel's Thesis - Neon Genesis Evangelion OP [Piano]
aYe-2Glruu4,1,Q1_aYe-2Glruu4_1.mp3,A Cruel Angel's Thesis - Neon Genesis Evangelion OP [Piano]
aYe-2Glruu4,1,Q1_aYe-2Glruu4_3.mp3,A Cruel Angel's Thesis - Neon Genesis Evangelion OP [Piano]
aYe-2Glruu4,1,Q1_aYe-2Glruu4_4.mp3,A Cruel Angel's Thesis - Neon Genesis Evangelion OP [Piano]
aYe-2Glruu4,2,Q2_aYe-2Glruu4_2.mp3,A Cruel Angel's Thesis - Neon Genesis Evangelion OP [Piano]
BGf5nCdzPOc,1,Q1_BGf5nCdzPOc_0.mp3,翻转地球 Change the world （piano cover by Eugenia）
BGf5nCdzPOc,1,Q1_BGf5nCdzPOc_1.mp3,翻转地球 Change the world （piano cover by Eugenia）
biROWEwkDQQ,1,Q1_biROWEwkDQQ_3.mp3,We long to see / 我渴望看見 - piano cover / 鋼琴演奏
biROWEwkDQQ,4,Q4_biROWEwkDQQ_0.mp3,We long to see / 我渴望看見 - piano cover / 鋼琴演奏
biROWEwkDQQ,4,Q4_biROWEwkDQQ_1.mp3,We long to see / 我渴望看見 - piano cover / 鋼琴演奏
biROWEwkDQQ,4,Q4_biROWEwkDQQ_2.mp3,We long to see / 我渴望看見 - piano cover / 鋼琴演奏
bIx4DwkZxFY,1,Q1_bIx4DwkZxFY_0.mp3,봄에 듣기 좋은 가요 피아노 커버 모음 | Sweet & Happy Spring Kpop Piano
bIx4DwkZxFY,1,Q1_bIx4DwkZxFY_1.mp3,봄에 듣기 좋은 가요 피아노 커버 모음 | Sweet & Happy Spring Kpop Piano
bIx4DwkZxFY,1,Q1_bIx4DwkZxFY_2.mp3,봄에 듣기 좋은 가요 피아노 커버 모음 | Sweet & Happy Spring Kpop Piano
bQS8eAXAhyE,1,Q1_bQS8eAXAhyE_0.mp3,Children
bQS8eAXAhyE,1,Q1_bQS8eAXAhyE_1.mp3,Children
bQS8eAXAhyE,1,Q1_bQS8eAXAhyE_2.mp3,Children
cB-Xh8H_7-Q,1,Q1_cB-Xh8H_7-Q_0.mp3,THE PASSION - Piano Instrumental with Lyrics - Hillsong Worship - THERE IS MORE
Cg2u_Ldjv8g,1,Q1_Cg2u_Ldjv8g_0.mp3,Just Passing By
Cg2u_Ldjv8g,1,Q1_Cg2u_Ldjv8g_1.mp3,Just Passing By
dfNdpy8TUzA,1,Q1_dfNdpy8TUzA_0.mp3,레드벨벳 (Red Velvet) - 피카부 (Peek-A-Boo) Piano Cover
dfNdpy8TUzA,1,Q1_dfNdpy8TUzA_1.mp3,레드벨벳 (Red Velvet) - 피카부 (Peek-A-Boo) Piano Cover
dfNdpy8TUzA,1,Q1_dfNdpy8TUzA_2.mp3,레드벨벳 (Red Velvet) - 피카부 (Peek-A-Boo) Piano Cover
doM_LWo-74A,1,Q1_doM_LWo-74A_0.mp3,ABBA - Dancing Queen | Piano Cover + Sheet Music
doM_LWo-74A,1,Q1_doM_LWo-74A_1.mp3,ABBA - Dancing Queen | Piano Cover + Sheet Music
doM_LWo-74A,1,Q1_doM_LWo-74A_2.mp3,ABBA - Dancing Queen | Piano Cover + Sheet Music
doM_LWo-74A,1,Q1_doM_LWo-74A_3.mp3,ABBA - Dancing Queen | Piano Cover + Sheet Music
doM_LWo-74A,1,Q1_doM_LWo-74A_4.mp3,ABBA - Dancing Queen | Piano Cover + Sheet Music
DX1IK3z1w10,1,Q1_DX1IK3z1w10_1.mp3,Lewis Capaldi - Someone You Loved Piano Cover
DX1IK3z1w10,4,Q4_DX1IK3z1w10_0.mp3,Lewis Capaldi - Someone You Loved Piano Cover
e838BE_MH6s,1,Q1_e838BE_MH6s_1.mp3,Queen - Bohemian Rhapsody | Piano Cover + Sheet Music
e838BE_MH6s,1,Q1_e838BE_MH6s_2.mp3,Queen - Bohemian Rhapsody | Piano Cover + Sheet Music
e838BE_MH6s,1,Q1_e838BE_MH6s_3.mp3,Queen - Bohemian Rhapsody | Piano Cover + Sheet Music
e838BE_MH6s,1,Q1_e838BE_MH6s_4.mp3,Queen - Bohemian Rhapsody | Piano Cover + Sheet Music
e838BE_MH6s,4,Q4_e838BE_MH6s_0.mp3,Queen - Bohemian Rhapsody | Piano Cover + Sheet Music
e8NQ2NH0nc8,1,Q1_e8NQ2NH0nc8_0.mp3,依然愛我 / 盛曉玫 (泥土音樂) - piano cover / 鋼琴演奏
e8NQ2NH0nc8,1,Q1_e8NQ2NH0nc8_1.mp3,依然愛我 / 盛曉玫 (泥土音樂) - piano cover / 鋼琴演奏
eVMSeElk81Q,1,Q1_eVMSeElk81Q_0.mp3,Santana - Smooth (feat. Rob Thomas) | Piano Cover + Sheet Music
eVMSeElk81Q,1,Q1_eVMSeElk81Q_1.mp3,Santana - Smooth (feat. Rob Thomas) | Piano Cover + Sheet Music
eVMSeElk81Q,1,Q1_eVMSeElk81Q_2.mp3,Santana - Smooth (feat. Rob Thomas) | Piano Cover + Sheet Music
Fc1qk52SaKY,1,Q1_Fc1qk52SaKY_0.mp3,How Awesome You Are / 主祢真偉大 - piano cover / 鋼琴演奏
Fc1qk52SaKY,1,Q1_Fc1qk52SaKY_1.mp3,How Awesome You Are / 主祢真偉大 - piano cover / 鋼琴演奏
fey-8bOR95E,1,Q1_fey-8bOR95E_0.mp3,Crocodile Rock on Piano: David Osborne
fey-8bOR95E,1,Q1_fey-8bOR95E_1.mp3,Crocodile Rock on Piano: David Osborne
fey-8bOR95E,1,Q1_fey-8bOR95E_2.mp3,Crocodile Rock on Piano: David Osborne
fey-8bOR95E,1,Q1_fey-8bOR95E_3.mp3,Crocodile Rock on Piano: David Osborne
FfwKrQyQ7WU,1,Q1_FfwKrQyQ7WU_0.mp3,YES AND AMEN | Chris Tomlin | Never Lose Sight
FfwKrQyQ7WU,1,Q1_FfwKrQyQ7WU_1.mp3,YES AND AMEN | Chris Tomlin | Never Lose Sight
FfwKrQyQ7WU,1,Q1_FfwKrQyQ7WU_2.mp3,YES AND AMEN | Chris Tomlin | Never Lose Sight
FfwKrQyQ7WU,1,Q1_FfwKrQyQ7WU_3.mp3,YES AND AMEN | Chris Tomlin | Never Lose Sight
fShAWhXIits,4,Q4_fShAWhXIits_0.mp3,Carole King: It's Too Late [piano solo]
fShAWhXIits,4,Q4_fShAWhXIits_1.mp3,Carole King: It's Too Late [piano solo]
g15aRCHUJEI,4,Q4_g15aRCHUJEI_0.mp3,Gavin Luke - Broken Pieces
g15aRCHUJEI,4,Q4_g15aRCHUJEI_1.mp3,Gavin Luke - Broken Pieces
g15aRCHUJEI,4,Q4_g15aRCHUJEI_2.mp3,Gavin Luke - Broken Pieces
GbUV3TXUzeQ,1,Q1_GbUV3TXUzeQ_1.mp3,How To Train Your Dragon - Main Theme (Piano Version)
GbUV3TXUzeQ,1,Q1_GbUV3TXUzeQ_2.mp3,How To Train Your Dragon - Main Theme (Piano Version)
GbUV3TXUzeQ,4,Q4_GbUV3TXUzeQ_0.mp3,How To Train Your Dragon - Main Theme (Piano Version)
gSwv8hZGM-s,1,Q1_gSwv8hZGM-s_0.mp3,Africa on Piano: David Osborne
gSwv8hZGM-s,1,Q1_gSwv8hZGM-s_1.mp3,Africa on Piano: David Osborne
gwmVjvR-sVs,1,Q1_gwmVjvR-sVs_0.mp3,"""Dusk Till Dawn"" - ZAYN ft. Sia (Piano Cover) - Costantino Carrara"
gwmVjvR-sVs,1,Q1_gwmVjvR-sVs_1.mp3,"""Dusk Till Dawn"" - ZAYN ft. Sia (Piano Cover) - Costantino Carrara"
gwmVjvR-sVs,4,Q4_gwmVjvR-sVs_2.mp3,"""Dusk Till Dawn"" - ZAYN ft. Sia (Piano Cover) - Costantino Carrara"
GY3f6ckBVkA,1,Q1_GY3f6ckBVkA_0.mp3,Ed Sheeran - Shape Of You | Piano Cover + Sheet Music
GY3f6ckBVkA,1,Q1_GY3f6ckBVkA_1.mp3,Ed Sheeran - Shape Of You | Piano Cover + Sheet Music
GY3f6ckBVkA,1,Q1_GY3f6ckBVkA_2.mp3,Ed Sheeran - Shape Of You | Piano Cover + Sheet Music
GY3f6ckBVkA,1,Q1_GY3f6ckBVkA_3.mp3,Ed Sheeran - Shape Of You | Piano Cover + Sheet Music
HY9vPoHbgaI,1,Q1_HY9vPoHbgaI_0.mp3,레드벨벳 (Red Velvet) - Would U Piano Cover
HY9vPoHbgaI,1,Q1_HY9vPoHbgaI_1.mp3,레드벨벳 (Red Velvet) - Would U Piano Cover
HY9vPoHbgaI,1,Q1_HY9vPoHbgaI_2.mp3,레드벨벳 (Red Velvet) - Would U Piano Cover
HY9vPoHbgaI,1,Q1_HY9vPoHbgaI_3.mp3,레드벨벳 (Red Velvet) - Would U Piano Cover
iFgSjUqI7iM,1,Q1_iFgSjUqI7iM_0.mp3,Charlie Puth - One Call Away Piano Cover
iFgSjUqI7iM,1,Q1_iFgSjUqI7iM_1.mp3,Charlie Puth - One Call Away Piano Cover
iGHgeUCPotc,4,Q4_iGHgeUCPotc_0.mp3,Let the light of your face / 求你仰起臉來 - piano cover / 鋼琴演奏
im4Qxn3GQvo,1,Q1_im4Qxn3GQvo_0.mp3,讚美之泉 - 祢的救恩 / Your Salvation - piano cover / 鋼琴演奏
im4Qxn3GQvo,1,Q1_im4Qxn3GQvo_1.mp3,讚美之泉 - 祢的救恩 / Your Salvation - piano cover / 鋼琴演奏
im4Qxn3GQvo,1,Q1_im4Qxn3GQvo_2.mp3,讚美之泉 - 祢的救恩 / Your Salvation - piano cover / 鋼琴演奏
J6X3rVU1H-c,1,Q1_J6X3rVU1H-c_1.mp3,OneRepublic - Counting Stars | Piano Cover + Sheet Music
J6X3rVU1H-c,1,Q1_J6X3rVU1H-c_2.mp3,OneRepublic - Counting Stars | Piano Cover + Sheet Music
J6X3rVU1H-c,4,Q4_J6X3rVU1H-c_0.mp3,OneRepublic - Counting Stars | Piano Cover + Sheet Music
Jn9r0avp0fY,1,Q1_Jn9r0avp0fY_0.mp3,"Air (TV), Kanon (2006), Clannad After Story - Piano Medley"
Jn9r0avp0fY,1,Q1_Jn9r0avp0fY_1.mp3,"Air (TV), Kanon (2006), Clannad After Story - Piano Medley"
Jn9r0avp0fY,1,Q1_Jn9r0avp0fY_2.mp3,"Air (TV), Kanon (2006), Clannad After Story - Piano Medley"
Jn9r0avp0fY,1,Q1_Jn9r0avp0fY_3.mp3,"Air (TV), Kanon (2006), Clannad After Story - Piano Medley"
JT1XJnVmABo,1,Q1_JT1XJnVmABo_3.mp3,Titanic - My Heart Will Go On (Piano Version)
JT1XJnVmABo,1,Q1_JT1XJnVmABo_4.mp3,Titanic - My Heart Will Go On (Piano Version)
JT1XJnVmABo,1,Q1_JT1XJnVmABo_5.mp3,Titanic - My Heart Will Go On (Piano Version)
JT1XJnVmABo,2,Q2_JT1XJnVmABo_6.mp3,Titanic - My Heart Will Go On (Piano Version)
JT1XJnVmABo,3,Q3_JT1XJnVmABo_1.mp3,Titanic - My Heart Will Go On (Piano Version)
JYVXM0qNQAg,1,Q1_JYVXM0qNQAg_0.mp3,"ytId
JYVXM0qNQAg    Soffia la notte
JYVXM0qNQAg    Soffia la notte
Name: vidTitle, dtype: object"
JYVXM0qNQAg,1,Q1_JYVXM0qNQAg_2.mp3,"ytId
JYVXM0qNQAg    Soffia la notte
JYVXM0qNQAg    Soffia la notte
Name: vidTitle, dtype: object"
JYVXM0qNQAg,2,Q2_JYVXM0qNQAg_1.mp3,"ytId
JYVXM0qNQAg    Soffia la notte
JYVXM0qNQAg    Soffia la notte
Name: vidTitle, dtype: object"
k4dxAlI5N-k,1,Q1_k4dxAlI5N-k_0.mp3,Rising
k4dxAlI5N-k,1,Q1_k4dxAlI5N-k_1.mp3,Rising
K6OFDxBU370,1,Q1_K6OFDxBU370_0.mp3,A loving father / 愛我的天父 - piano cover / 鋼琴演奏
K6OFDxBU370,1,Q1_K6OFDxBU370_1.mp3,A loving father / 愛我的天父 - piano cover / 鋼琴演奏
KxlqB3j0zys,1,Q1_KxlqB3j0zys_0.mp3,Song of the Palm Trees
KxlqB3j0zys,1,Q1_KxlqB3j0zys_1.mp3,Song of the Palm Trees
KxlqB3j0zys,4,Q4_KxlqB3j0zys_2.mp3,Song of the Palm Trees
KxlqB3j0zys,4,Q4_KxlqB3j0zys_3.mp3,Song of the Palm Trees
KxlqB3j0zys,4,Q4_KxlqB3j0zys_4.mp3,Song of the Palm Trees
ldCQ6N9G6Mk,3,Q3_ldCQ6N9G6Mk_2.mp3,[PianDuo] Ragnarok Online 仙境傳說 - Streamside (Studio A' Version) (普隆德拉南門) - Piano Solo 鋼琴獨奏
ldCQ6N9G6Mk,3,Q3_ldCQ6N9G6Mk_3.mp3,[PianDuo] Ragnarok Online 仙境傳說 - Streamside (Studio A' Version) (普隆德拉南門) - Piano Solo 鋼琴獨奏
ldCQ6N9G6Mk,3,Q3_ldCQ6N9G6Mk_4.mp3,[PianDuo] Ragnarok Online 仙境傳說 - Streamside (Studio A' Version) (普隆德拉南門) - Piano Solo 鋼琴獨奏
ldCQ6N9G6Mk,4,Q4_ldCQ6N9G6Mk_0.mp3,[PianDuo] Ragnarok Online 仙境傳說 - Streamside (Studio A' Version) (普隆德拉南門) - Piano Solo 鋼琴獨奏
ldCQ6N9G6Mk,4,Q4_ldCQ6N9G6Mk_1.mp3,[PianDuo] Ragnarok Online 仙境傳說 - Streamside (Studio A' Version) (普隆德拉南門) - Piano Solo 鋼琴獨奏
mX-xs3OVhTs,1,Q1_mX-xs3OVhTs_0.mp3,約書亞樂團 - 祢在我身後 - piano cover / 詩歌鋼琴版本
mX-xs3OVhTs,1,Q1_mX-xs3OVhTs_1.mp3,約書亞樂團 - 祢在我身後 - piano cover / 詩歌鋼琴版本
NGE9ynTJABg,1,Q1_NGE9ynTJABg_0.mp3,Queen & David Bowie - Under Pressure | Piano Cover + Sheet Music
NGE9ynTJABg,1,Q1_NGE9ynTJABg_1.mp3,Queen & David Bowie - Under Pressure | Piano Cover + Sheet Music
NGE9ynTJABg,1,Q1_NGE9ynTJABg_2.mp3,Queen & David Bowie - Under Pressure | Piano Cover + Sheet Music
nOIBJHkqrE8,1,Q1_nOIBJHkqrE8_0.mp3,타이거JK(Tiger JK) - Reset 피아노 연주(Cover)(후아유 학교2015 ost)
nOIBJHkqrE8,2,Q2_nOIBJHkqrE8_1.mp3,타이거JK(Tiger JK) - Reset 피아노 연주(Cover)(후아유 학교2015 ost)
NP0lwB-_-og,1,Q1_NP0lwB-_-og_1.mp3,BTS (방탄소년단) - We are Bulletproof : the Eternal Piano Cover
NP0lwB-_-og,4,Q4_NP0lwB-_-og_0.mp3,BTS (방탄소년단) - We are Bulletproof : the Eternal Piano Cover
o5AIp2Yc01M,1,Q1_o5AIp2Yc01M_0.mp3,4. The Crave (Jolly Roll Morton) - The Legend of 1900
o5AIp2Yc01M,1,Q1_o5AIp2Yc01M_1.mp3,4. The Crave (Jolly Roll Morton) - The Legend of 1900
osxmQReE_2o,1,Q1_osxmQReE_2o_0.mp3,Scenes from a Journey
OyaY4213c2A,4,Q4_OyaY4213c2A_0.mp3,What a Beautiful Name - Hillsong Worship (Piano Cover) - YoungMin You
OyaY4213c2A,4,Q4_OyaY4213c2A_1.mp3,What a Beautiful Name - Hillsong Worship (Piano Cover) - YoungMin You
PdwxeMPXOCk,1,Q1_PdwxeMPXOCk_0.mp3,Don't Ask Me Why
PdwxeMPXOCk,1,Q1_PdwxeMPXOCk_1.mp3,Don't Ask Me Why
PdwxeMPXOCk,1,Q1_PdwxeMPXOCk_2.mp3,Don't Ask Me Why
pNwQ9Tu_bCs,1,Q1_pNwQ9Tu_bCs_0.mp3,Sepia Hearts
pNwQ9Tu_bCs,1,Q1_pNwQ9Tu_bCs_1.mp3,Sepia Hearts
pNwQ9Tu_bCs,1,Q1_pNwQ9Tu_bCs_2.mp3,Sepia Hearts
POaIGvLsp5M,1,Q1_POaIGvLsp5M_0.mp3,First Love (Light Dance)
POaIGvLsp5M,1,Q1_POaIGvLsp5M_1.mp3,First Love (Light Dance)
QwsQ8ejbMKg,1,Q1_QwsQ8ejbMKg_0.mp3,"여자친구(GFRIEND) - 귀를 기울이면 (LOVE WHISPER) 피아노 연주, pianoheart"
QwsQ8ejbMKg,1,Q1_QwsQ8ejbMKg_1.mp3,"여자친구(GFRIEND) - 귀를 기울이면 (LOVE WHISPER) 피아노 연주, pianoheart"
r6laJv1-HMg,1,Q1_r6laJv1-HMg_0.mp3,Alicia Keys - Empire State Of Mind (Benedikt Waldheuer Piano Cover)
s5b8viFsVJE,1,Q1_s5b8viFsVJE_0.mp3,TOUCH OF HEAVEN - Piano Instrumental with Lyrics - Hillsong Worship | THERE IS MORE
s5b8viFsVJE,1,Q1_s5b8viFsVJE_1.mp3,TOUCH OF HEAVEN - Piano Instrumental with Lyrics - Hillsong Worship | THERE IS MORE
s5b8viFsVJE,1,Q1_s5b8viFsVJE_2.mp3,TOUCH OF HEAVEN - Piano Instrumental with Lyrics - Hillsong Worship | THERE IS MORE
s6-SbDSZzEU,1,Q1_s6-SbDSZzEU_0.mp3,讚美之泉 - 我在這裡 / Here I am - piano cover / 鋼琴演奏
s6-SbDSZzEU,1,Q1_s6-SbDSZzEU_1.mp3,讚美之泉 - 我在這裡 / Here I am - piano cover / 鋼琴演奏
SlsXsqotUis,1,Q1_SlsXsqotUis_0.mp3,Gloria Gaynor -  I Will Survive | Piano Cover + Sheet Music
SQDuF0qxGQw,1,Q1_SQDuF0qxGQw_0.mp3,"""Love Me Now"" - John Legend (Piano Cover) - Costantino Carrara"
SQDuF0qxGQw,1,Q1_SQDuF0qxGQw_1.mp3,"""Love Me Now"" - John Legend (Piano Cover) - Costantino Carrara"
SQDuF0qxGQw,1,Q1_SQDuF0qxGQw_2.mp3,"""Love Me Now"" - John Legend (Piano Cover) - Costantino Carrara"
sUJ4a74Skk8,1,Q1_sUJ4a74Skk8_0.mp3,SO WILL I (100 BILLION X) | Hillsong United. Instrumental Piano Cover.
sZe3IB1OVfw,1,Q1_sZe3IB1OVfw_0.mp3,耶穌祢已得勝 / 天韻合唱團 - piano cover / 鋼琴演奏
sZe3IB1OVfw,1,Q1_sZe3IB1OVfw_1.mp3,耶穌祢已得勝 / 天韻合唱團 - piano cover / 鋼琴演奏
T92R7xjce34,1,Q1_T92R7xjce34_1.mp3,"""All Of Me"" - John Legend (Theatre Grand Piano Cover) - Costantino Carrara"
T92R7xjce34,4,Q4_T92R7xjce34_0.mp3,"""All Of Me"" - John Legend (Theatre Grand Piano Cover) - Costantino Carrara"
TcFVq0leii4,2,Q2_TcFVq0leii4_1.mp3,The Queen's Gambit - Sygrayem (Piano Cover)
TcFVq0leii4,2,Q2_TcFVq0leii4_2.mp3,The Queen's Gambit - Sygrayem (Piano Cover)
TcFVq0leii4,4,Q4_TcFVq0leii4_0.mp3,The Queen's Gambit - Sygrayem (Piano Cover)
TNoaOTrTkTQ,1,Q1_TNoaOTrTkTQ_0.mp3,Sweet & Happy Spring Kpop Piano | 봄에 듣기 좋은 가요 피아노 커버 모음
TNoaOTrTkTQ,1,Q1_TNoaOTrTkTQ_1.mp3,Sweet & Happy Spring Kpop Piano | 봄에 듣기 좋은 가요 피아노 커버 모음
TNoaOTrTkTQ,1,Q1_TNoaOTrTkTQ_2.mp3,Sweet & Happy Spring Kpop Piano | 봄에 듣기 좋은 가요 피아노 커버 모음
UJcnNfeCN1c,1,Q1_UJcnNfeCN1c_2.mp3,Reaching
UJcnNfeCN1c,1,Q1_UJcnNfeCN1c_3.mp3,Reaching
UJcnNfeCN1c,2,Q2_UJcnNfeCN1c_1.mp3,Reaching
UJcnNfeCN1c,3,Q3_UJcnNfeCN1c_0.mp3,Reaching
UOSlDydo94E,1,Q1_UOSlDydo94E_0.mp3,First Day
UOSlDydo94E,1,Q1_UOSlDydo94E_1.mp3,First Day
UOSlDydo94E,1,Q1_UOSlDydo94E_2.mp3,First Day
uqRLEByE6pU,1,Q1_uqRLEByE6pU_0.mp3,WHO YOU SAY I AM | Piano Instrumental with Lyrics | Hillsong Worship
